 110.20  , 283.47  , 122.98  , 296.10  , 1.00 
 247.59  , 282.78  , 259.95  , 294.92  , 1.00 
 213.14  , 44.67  , 226.23  , 57.16  , 1.00 
 213.35  , 418.97  , 226.74  , 432.08  , 1.00 
 441.55  , 14.38  , 454.47  , 28.19  , 1.00 
 424.70  , 216.98  , 437.41  , 229.72  , 1.00 
 18.15  , 345.50  , 30.75  , 357.58  , 1.00 
 31.21  , 449.86  , 45.00  , 463.82  , 1.00 
 166.66  , 420.15  , 179.27  , 433.13  , 1.00 
 176.95  , 402.94  , 189.46  , 415.79  , 1.00 
 183.12  , 342.12  , 196.81  , 355.81  , 1.00 
 113.31  , 220.79  , 125.94  , 233.25  , 1.00 
 382.44  , 271.08  , 394.84  , 283.32  , 1.00 
 319.23  , 25.30  , 332.80  , 39.85  , 1.00 
 109.91  , 185.60  , 123.23  , 198.74  , 1.00 
 299.74  , 352.78  , 313.77  , 366.26  , 1.00 
 15.43  , 369.80  , 28.65  , 382.93  , 1.00 
 195.56  , 192.17  , 209.51  , 205.93  , 1.00 
 213.25  , 344.04  , 228.05  , 357.97  , 1.00 
 344.16  , 262.06  , 358.11  , 276.30  , 1.00 
 147.93  , 199.69  , 161.78  , 213.30  , 1.00 
 162.62  , 345.90  , 175.21  , 358.13  , 1.00 
 284.04  , 436.03  , 298.17  , 450.20  , 1.00 
 203.78  , 251.50  , 217.52  , 264.77  , 1.00 
 353.48  , 100.84  , 366.76  , 114.52  , 1.00 
 244.44  , 423.19  , 258.44  , 437.10  , 1.00 
 258.88  , 255.48  , 271.32  , 268.31  , 1.00 
 23.51  , 132.45  , 35.91  , 145.41  , 1.00 
 152.34  , 216.47  , 166.68  , 230.53  , 1.00 
 266.79  , 438.05  , 279.15  , 450.63  , 1.00 
 272.40  , 86.26  , 285.26  , 99.80  , 1.00 
 337.28  , 501.85  , 351.03  , 512.00  , 1.00 
 482.12  , 403.52  , 496.27  , 418.93  , 1.00 
 211.68  , 286.96  , 224.49  , 300.18  , 1.00 
 270.67  , 222.59  , 283.37  , 235.31  , 1.00 
 262.53  , 175.79  , 275.31  , 188.52  , 1.00 
 502.75  , 97.97  , 512.00  , 109.54  , 1.00 
 478.86  , 161.72  , 493.43  , 176.38  , 1.00 
 246.52  , 406.20  , 260.35  , 419.38  , 1.00 
 63.85  , 109.09  , 78.82  , 122.52  , 1.00 
 389.92  , 395.28  , 401.71  , 406.66  , 1.00 
 12.76  , 39.69  , 26.12  , 53.40  , 1.00 
 364.88  , 84.74  , 375.14  , 95.60  , 1.00 
 314.46  , 169.14  , 327.28  , 182.46  , 1.00 
 103.30  , 80.50  , 114.80  , 92.09  , 1.00 
 23.52  , 263.58  , 34.92  , 276.26  , 1.00 
 100.59  , 366.21  , 113.39  , 377.86  , 1.00 
 205.82  , 59.56  , 220.45  , 73.87  , 1.00 
 213.80  , 484.21  , 227.14  , 498.03  , 1.00 
 197.77  , 440.38  , 210.50  , 453.35  , 1.00 
 353.54  , 251.87  , 366.96  , 265.56  , 1.00 
 92.09  , 38.32  , 103.71  , 49.94  , 1.00 
 322.70  , 98.80  , 334.00  , 110.00  , 1.00 
 343.62  , 230.99  , 357.49  , 245.36  , 1.00 
 24.94  , 223.28  , 41.11  , 238.56  , 1.00 
 93.32  , 107.20  , 104.97  , 119.00  , 1.00 
 301.34  , 470.62  , 314.46  , 483.77  , 1.00 
 143.47  , 17.18  , 155.77  , 29.49  , 1.00 
 156.83  , 396.83  , 170.32  , 409.22  , 1.00 
 296.95  , 383.33  , 310.32  , 397.03  , 1.00 
 377.36  , 478.67  , 388.49  , 489.44  , 1.00 
 367.10  , 336.37  , 379.70  , 348.57  , 1.00 
 100.08  , 246.69  , 112.32  , 258.76  , 1.00 
 88.30  , 317.55  , 99.73  , 329.28  , 1.00 
 14.99  , 387.83  , 30.20  , 401.28  , 1.00 
 401.53  , 21.24  , 413.51  , 33.54  , 0.99 
 165.08  , 459.08  , 177.52  , 471.37  , 0.99 
 10.76  , 88.80  , 23.49  , 100.63  , 0.99 
 340.54  , 200.30  , 352.00  , 211.59  , 0.99 
 360.51  , 142.55  , 372.78  , 155.04  , 0.99 
 79.78  , 125.19  , 92.46  , 137.46  , 0.99 
 29.72  , 31.95  , 41.19  , 43.79  , 0.99 
 496.93  , 174.33  , 508.85  , 186.56  , 0.99 
 305.15  , 17.80  , 316.68  , 29.83  , 0.99 
 21.14  , 206.81  , 32.68  , 219.43  , 0.99 
 132.41  , 190.70  , 144.61  , 202.57  , 0.99 
 178.79  , 1.28  , 191.64  , 15.22  , 0.99 
 445.54  , 284.44  , 460.04  , 298.76  , 0.99 
 388.11  , 91.09  , 399.18  , 101.73  , 0.99 
 394.76  , 53.79  , 405.82  , 64.38  , 0.99 
 274.90  , 3.27  , 287.09  , 15.53  , 0.99 
 120.81  , 177.37  , 133.11  , 189.62  , 0.99 
 187.92  , 391.04  , 201.69  , 404.70  , 0.99 
 479.59  , 356.96  , 491.07  , 369.49  , 0.99 
 364.33  , 316.76  , 376.29  , 329.26  , 0.99 
 304.06  , 60.72  , 315.86  , 72.16  , 0.99 
 306.23  , 386.15  , 318.98  , 398.97  , 0.99 
 245.50  , 27.64  , 257.09  , 38.98  , 0.99 
 168.98  , 165.75  , 180.66  , 177.23  , 0.99 
 444.98  , 188.84  , 457.06  , 201.59  , 0.99 
 339.46  , 391.16  , 349.68  , 401.75  , 0.99 
 389.64  , 366.73  , 402.06  , 379.07  , 0.99 
 0.26  , 428.64  , 10.72  , 441.03  , 0.99 
 98.96  , 208.83  , 113.03  , 221.07  , 0.99 
 188.05  , 249.13  , 200.00  , 262.19  , 0.99 
 398.37  , 221.03  , 411.74  , 233.72  , 0.99 
 268.52  , 58.99  , 278.54  , 68.97  , 0.99 
 429.91  , 478.33  , 441.66  , 490.20  , 0.99 
 406.19  , 161.56  , 417.38  , 172.25  , 0.99 
 207.83  , 373.55  , 218.87  , 384.91  , 0.99 
 253.89  , 300.85  , 265.45  , 312.36  , 0.99 
 325.80  , 6.91  , 341.16  , 23.25  , 0.99 
 261.74  , 415.35  , 275.14  , 428.83  , 0.99 
 322.21  , 79.06  , 332.54  , 89.08  , 0.99 
 249.61  , 49.30  , 259.30  , 59.79  , 0.99 
 200.86  , 175.51  , 212.30  , 187.47  , 0.99 
 65.33  , 152.15  , 77.45  , 165.07  , 0.99 
 52.26  , 213.19  , 63.32  , 224.53  , 0.99 
 237.43  , 166.28  , 249.13  , 178.63  , 0.99 
 427.63  , 43.11  , 438.41  , 53.61  , 0.99 
 240.37  , 91.56  , 255.84  , 106.40  , 0.99 
 320.92  , 345.35  , 333.29  , 358.35  , 0.99 
 409.75  , 475.27  , 423.39  , 489.41  , 0.99 
 167.73  , 301.23  , 180.68  , 314.04  , 0.99 
 418.33  , 11.95  , 430.41  , 24.32  , 0.99 
 330.46  , 132.94  , 342.13  , 144.76  , 0.99 
 421.82  , 100.06  , 433.68  , 111.32  , 0.99 
 354.33  , 216.06  , 365.04  , 226.44  , 0.99 
 52.12  , 405.64  , 61.84  , 415.43  , 0.98 
 484.76  , 140.51  , 496.65  , 152.43  , 0.98 
 223.68  , 208.72  , 235.48  , 221.13  , 0.98 
 130.96  , 379.65  , 140.71  , 390.12  , 0.98 
 479.25  , 445.99  , 489.96  , 456.78  , 0.98 
 136.74  , 247.75  , 149.30  , 260.02  , 0.98 
 410.17  , 314.81  , 421.16  , 325.22  , 0.98 
 484.28  , 190.97  , 496.86  , 202.92  , 0.98 
 406.12  , 35.13  , 419.73  , 50.58  , 0.98 
 284.89  , 129.82  , 295.18  , 139.95  , 0.98 
 393.97  , 104.48  , 405.44  , 116.40  , 0.98 
 246.49  , 108.85  , 259.80  , 120.90  , 0.98 
 253.18  , 103.44  , 267.20  , 116.88  , 0.98 
 201.41  , 76.15  , 212.82  , 86.97  , 0.98 
 219.27  , 62.84  , 231.91  , 74.63  , 0.98 
 88.80  , 203.28  , 101.43  , 215.76  , 0.98 
 173.08  , 218.14  , 183.38  , 228.37  , 0.98 
 94.06  , 157.13  , 103.91  , 166.98  , 0.98 
 174.10  , 127.48  , 185.14  , 138.91  , 0.98 
 473.86  , 241.56  , 484.76  , 252.24  , 0.98 
 4.38  , 332.95  , 15.19  , 344.17  , 0.98 
 286.87  , 65.00  , 296.93  , 75.00  , 0.98 
 76.15  , 164.13  , 89.64  , 177.92  , 0.97 
 351.04  , 474.35  , 361.58  , 484.18  , 0.97 
 292.71  , 85.19  , 308.94  , 98.49  , 0.97 
 436.63  , 294.30  , 448.25  , 305.90  , 0.97 
 297.03  , 416.04  , 308.12  , 427.09  , 0.97 
 209.04  , 6.64  , 220.27  , 18.72  , 0.97 
 425.57  , 490.44  , 436.20  , 501.62  , 0.97 
 294.31  , 27.67  , 304.01  , 37.42  , 0.97 
 110.29  , 100.55  , 121.30  , 110.64  , 0.97 
 104.76  , 461.13  , 116.97  , 473.12  , 0.96 
 166.19  , 142.01  , 171.75  , 147.85  , 0.96 
 497.03  , 304.33  , 512.00  , 321.22  , 0.96 
 458.42  , 119.99  , 464.27  , 125.83  , 0.96 
 37.12  , 394.05  , 46.70  , 403.51  , 0.96 
 82.55  , 479.17  , 98.16  , 493.98  , 0.96 
 122.37  , 310.53  , 133.41  , 321.27  , 0.96 
 270.56  , 506.50  , 283.73  , 512.00  , 0.96 
 283.40  , 287.47  , 294.77  , 298.49  , 0.96 
 159.24  , 85.64  , 169.37  , 95.38  , 0.96 
 208.60  , 329.95  , 220.17  , 340.99  , 0.96 
 190.69  , 38.49  , 203.35  , 48.66  , 0.96 
 222.88  , 133.58  , 232.76  , 142.70  , 0.95 
 498.59  , 357.14  , 512.00  , 374.65  , 0.95 
 350.84  , 400.83  , 360.67  , 410.61  , 0.95 
 488.35  , 355.84  , 500.33  , 367.42  , 0.95 
 6.09  , 311.80  , 16.60  , 322.29  , 0.95 
 233.20  , 344.34  , 244.66  , 356.39  , 0.95 
 117.14  , 302.35  , 127.43  , 312.58  , 0.95 
 399.71  , 43.84  , 410.12  , 54.56  , 0.95 
 321.40  , 425.35  , 332.51  , 435.73  , 0.95 
 438.47  , 442.72  , 444.26  , 448.32  , 0.95 
 75.97  , 47.59  , 81.64  , 53.61  , 0.95 
 343.55  , 442.99  , 353.48  , 452.48  , 0.95 
 462.08  , 187.15  , 473.35  , 197.89  , 0.95 
 62.90  , 427.94  , 72.03  , 437.31  , 0.95 
 50.08  , 322.19  , 55.63  , 327.80  , 0.95 
 30.74  , 96.08  , 41.83  , 106.79  , 0.94 
 80.50  , 262.46  , 91.20  , 273.79  , 0.94 
 357.59  , 121.25  , 368.40  , 131.02  , 0.94 
 496.04  , 461.92  , 507.14  , 473.04  , 0.94 
 304.33  , 49.09  , 309.60  , 54.89  , 0.94 
 342.37  , 71.01  , 353.45  , 80.87  , 0.94 
 164.14  , 51.10  , 174.15  , 61.17  , 0.94 
 200.74  , 491.87  , 212.37  , 503.42  , 0.94 
 96.04  , 460.52  , 107.27  , 472.09  , 0.94 
 323.97  , 441.51  , 334.17  , 451.25  , 0.94 
 293.45  , 141.95  , 299.44  , 147.90  , 0.94 
 57.63  , 341.44  , 68.13  , 351.69  , 0.93 
 303.12  , 286.25  , 316.78  , 299.78  , 0.93 
 353.31  , 319.22  , 358.87  , 325.45  , 0.93 
 450.12  , 490.90  , 460.91  , 501.94  , 0.93 
 6.92  , 474.20  , 17.33  , 484.73  , 0.93 
 184.12  , 322.00  , 195.13  , 333.06  , 0.93 
 16.94  , 437.75  , 22.69  , 443.65  , 0.93 
 294.58  , 457.87  , 299.53  , 463.41  , 0.93 
 299.17  , 291.22  , 310.77  , 303.30  , 0.93 
 330.25  , 214.00  , 335.48  , 220.04  , 0.93 
 488.25  , 282.05  , 493.96  , 287.32  , 0.93 
 102.75  , 348.72  , 112.00  , 357.77  , 0.93 
 298.32  , 182.55  , 307.63  , 191.51  , 0.93 
 288.92  , 255.89  , 293.96  , 260.99  , 0.93 
 429.80  , 96.35  , 440.14  , 106.30  , 0.93 
 236.38  , 159.34  , 246.34  , 169.51  , 0.93 
 472.10  , 10.58  , 481.04  , 19.66  , 0.93 
 352.58  , 356.81  , 363.15  , 366.61  , 0.92 
 230.24  , 155.61  , 235.39  , 161.35  , 0.92 
 325.32  , 294.86  , 335.48  , 304.51  , 0.92 
 492.52  , 145.84  , 504.36  , 156.91  , 0.92 
 480.69  , 37.46  , 486.47  , 43.55  , 0.92 
 286.06  , 202.74  , 295.09  , 211.83  , 0.92 
 173.04  , 470.68  , 185.30  , 482.91  , 0.92 
 262.78  , 496.51  , 273.37  , 507.32  , 0.92 
 444.49  , 158.86  , 454.00  , 168.04  , 0.92 
 312.82  , 496.32  , 322.96  , 506.54  , 0.92 
 417.92  , 154.87  , 427.84  , 163.95  , 0.92 
 144.29  , 440.78  , 152.70  , 450.07  , 0.92 
 268.66  , 30.07  , 278.69  , 39.71  , 0.92 
 284.97  , 42.67  , 290.05  , 48.37  , 0.92 
 49.37  , 469.45  , 54.67  , 475.02  , 0.92 
 286.18  , 472.33  , 291.53  , 478.54  , 0.91 
 321.17  , 473.89  , 331.32  , 483.91  , 0.91 
 95.14  , 418.60  , 101.34  , 424.50  , 0.91 
 496.56  , 257.08  , 507.12  , 267.04  , 0.91 
 349.78  , 6.79  , 361.02  , 17.70  , 0.91 
 461.96  , 490.03  , 471.67  , 499.93  , 0.91 
 222.80  , 174.37  , 232.07  , 183.38  , 0.91 
 327.82  , 143.72  , 337.59  , 152.96  , 0.91 
 184.21  , 30.80  , 189.71  , 36.86  , 0.91 
 490.18  , 72.39  , 499.87  , 81.39  , 0.91 
 477.21  , 78.96  , 482.33  , 84.39  , 0.90 
 456.91  , 374.90  , 466.62  , 384.28  , 0.90 
 170.40  , 10.13  , 179.28  , 19.49  , 0.90 
 378.19  , 335.93  , 387.91  , 345.74  , 0.90 
 113.05  , 403.27  , 122.83  , 412.44  , 0.90 
 79.68  , 93.04  , 88.91  , 102.37  , 0.90 
 501.89  , 439.99  , 512.00  , 455.77  , 0.90 
 69.91  , 358.16  , 75.45  , 364.20  , 0.90 
 162.14  , 282.65  , 171.56  , 292.27  , 0.90 
 371.66  , 409.74  , 381.36  , 418.94  , 0.90 
 490.60  , 423.94  , 499.61  , 432.34  , 0.89 
 61.37  , 55.03  , 66.29  , 60.51  , 0.89 
 127.73  , 165.57  , 133.52  , 171.28  , 0.89 
 113.07  , 417.64  , 118.77  , 423.58  , 0.89 
 251.23  , 353.85  , 260.20  , 362.48  , 0.89 
 84.84  , 387.04  , 90.11  , 392.54  , 0.89 
 10.69  , 252.14  , 16.63  , 257.87  , 0.89 
 139.66  , 52.36  , 145.82  , 58.40  , 0.89 
 416.29  , 108.90  , 429.04  , 120.91  , 0.89 
 241.16  , 248.54  , 252.24  , 258.79  , 0.89 
 299.09  , 169.90  , 304.60  , 175.29  , 0.89 
 63.48  , 120.20  , 74.73  , 130.88  , 0.89 
 298.15  , 72.29  , 307.53  , 81.54  , 0.89 
 158.37  , 118.02  , 168.71  , 128.31  , 0.89 
 422.80  , 436.44  , 428.77  , 442.42  , 0.89 
 76.11  , 385.51  , 81.47  , 391.58  , 0.89 
 221.19  , 363.80  , 230.74  , 373.04  , 0.89 
 121.99  , 459.72  , 133.03  , 470.55  , 0.89 
 60.83  , 496.23  , 66.44  , 502.90  , 0.89 
 220.97  , 30.65  , 231.56  , 41.06  , 0.89 
 392.31  , 210.72  , 402.63  , 220.18  , 0.89 
 64.83  , 415.88  , 78.80  , 433.41  , 0.89 
 300.48  , 315.89  , 310.64  , 325.85  , 0.89 
 103.02  , 127.57  , 108.64  , 133.08  , 0.89 
 281.96  , 106.87  , 287.53  , 112.93  , 0.88 
 348.48  , 91.93  , 353.96  , 98.22  , 0.88 
 480.79  , 111.40  , 486.47  , 116.94  , 0.88 
 105.33  , 56.60  , 110.49  , 62.32  , 0.88 
 236.36  , 33.82  , 245.10  , 43.14  , 0.88 
 499.70  , 26.55  , 505.36  , 31.69  , 0.88 
 435.30  , 333.33  , 445.72  , 342.93  , 0.88 
 173.39  , 19.20  , 182.10  , 28.26  , 0.88 
 456.43  , 320.94  , 466.24  , 330.65  , 0.88 
 40.69  , 471.13  , 46.37  , 476.98  , 0.87 
 310.43  , 271.54  , 316.04  , 277.32  , 0.87 
 0.51  , 48.72  , 11.48  , 58.81  , 0.87 
 26.97  , 409.88  , 32.60  , 415.70  , 0.87 
 209.71  , 474.05  , 215.37  , 480.01  , 0.87 
 425.06  , 328.20  , 435.50  , 338.07  , 0.87 
 202.14  , 168.34  , 207.44  , 174.21  , 0.87 
 399.34  , 146.60  , 404.72  , 151.80  , 0.87 
 495.28  , 113.75  , 504.37  , 122.04  , 0.87 
 227.51  , 0.95  , 236.02  , 9.10  , 0.87 
 229.95  , 124.58  , 235.40  , 130.27  , 0.87 
 43.74  , 20.08  , 48.70  , 25.69  , 0.86 
 5.62  , 494.91  , 16.32  , 505.27  , 0.86 
 382.01  , 427.35  , 393.89  , 438.57  , 0.86 
 368.42  , 145.05  , 379.30  , 155.01  , 0.86 
 384.69  , 418.67  , 396.13  , 429.55  , 0.86 
 412.55  , 116.35  , 422.32  , 125.33  , 0.86 
 451.52  , 272.84  , 461.12  , 281.88  , 0.86 
 49.09  , 382.90  , 55.28  , 388.88  , 0.86 
 205.21  , 213.69  , 210.67  , 219.40  , 0.86 
 343.16  , 124.21  , 348.93  , 130.08  , 0.86 
 411.67  , 298.45  , 423.47  , 311.14  , 0.86 
 6.67  , 174.58  , 12.07  , 179.39  , 0.86 
 56.24  , 15.46  , 64.39  , 24.58  , 0.85 
 308.74  , 372.79  , 317.32  , 380.92  , 0.85 
 111.69  , 438.28  , 118.05  , 444.44  , 0.85 
 142.93  , 404.55  , 148.44  , 410.66  , 0.85 
 308.68  , 415.18  , 319.42  , 426.48  , 0.85 
 437.02  , 385.39  , 442.65  , 391.15  , 0.85 
 264.79  , 308.18  , 278.25  , 321.79  , 0.85 
 113.69  , 201.83  , 124.95  , 213.34  , 0.85 
 470.24  , 402.64  , 481.99  , 415.26  , 0.85 
 470.64  , 252.99  , 479.98  , 262.40  , 0.85 
 455.72  , 346.89  , 465.27  , 356.17  , 0.85 
 279.58  , 180.91  , 288.16  , 189.82  , 0.84 
 33.47  , 434.84  , 38.59  , 440.62  , 0.84 
 212.47  , 271.60  , 221.25  , 279.97  , 0.84 
 240.94  , 5.47  , 250.19  , 15.06  , 0.84 
 343.87  , 162.48  , 354.49  , 171.61  , 0.84 
 361.09  , 307.13  , 371.18  , 317.20  , 0.84 
